2.37152e-321,866.65
25.5839,10.6898
16.8937,8.22662
16.4237,9.60233
16.3592,8.93911
15.8766,8.46759
18.5162,9.58072
15.3552,8.43174
15.9179,8.73165
15.7895,9.64594
15.514,9.27467
15.7383,9.5068
18.7294,9.58725
16.2805,9.62392
15.8583,8.70516
17.1396,8.60711
15.8268,8.80129
16.3331,9.81605
16.5982,8.65565
16.6586,9.82924
18.0818,8.80634
19.0472,9.17953
16.7519,8.9747
17.8245,9.09134
16.9296,8.67671
17.0708,9.95624
19.2235,8.74199
18.4931,9.37745
15.9425,8.77754
15.819,8.75818
16.3032,9.08532
16.4689,8.77216
18.4301,9.35402
17.0685,9.2177
19.3992,9.44321
18.6122,10.0873
17.7116,9.31882
15.6135,8.69693
18.0391,9.19325
16.6428,9.13895
17.4339,9.11783
16.5437,8.8927
16.9126,8.98103
18.0688,8.96397
15.9427,8.74742
17.7794,9.23162
17.3787,9.83531
17.955,9.13322
16.862,9.19271
16.5149,9.04381
18.0581,10.207
18.3615,9.33607
20.8209,9.74513
17.7265,8.39692
17.0087,8.34652
17.1213,8.83084
15.9893,9.28644
20.5201,9.16794
18.7043,9.31415
17.0517,8.7679
17.8381,9.45364
16.5741,9.04556
17.086,9.21257
17.0517,9.28247
18.3713,8.86883
18.2352,10.0291
16.2416,9.3089
16.2765,8.73193
15.7649,8.99715
16.5442,8.7982
16.4825,8.83657
16.754,8.80175
18.1693,9.23853
17.7519,9.80279
15.7405,8.86505
18.4434,8.49032
17.7976,8.91619
15.4197,8.22923
15.3394,8.41704
18.241,8.8734
18.1845,9.0718
15.3445,8.33992
14.3975,8.39935
16.8763,8.83813
15.6491,8.31681
15.3806,8.16788
14.5244,8.43054
15.752,9.00777
14.4283,8.7094
15.6596,8.72021
16.5704,9.47485
16.2359,8.93509
15.2957,10.274
15.5444,10.24
17.6244,9.18607
18.1125,9.85206
18.0711,8.91087
16.7492,8.68274
15.4631,9.52124
15.1244,8.36984
14.6331,8.69426
15.1527,8.17729
14.1774,8.80104
15.2442,8.58715
15.1416,8.40933
15.0248,8.24836
15.5703,8.61051
15.1358,8.31639
16.2714,9.20037
16.559,8.33086
